text,label
"Additionally, research suggests that electric cars plays a crucial role in shaping modern discourse.",1
"so I've been reading about social media and idk, it's complicated tbh",0
It is important to note that social media has both advantages and disadvantages worth examining.,1
It is worth noting that social media presents both opportunities and challenges for various communities.,1
"my take on artificial intelligence? it's overhyped but whatever, still interesting",0
"Furthermore, the impact of social media on society cannot be overstated, as it affects numerous stakeholders.",1
It is important to note that social media has both advantages and disadvantages worth examining.,1
"In conclusion, urban planning is a multifaceted issue that requires careful consideration of various factors.",1
"ok so artificial intelligence - i have mixed feelings, some good some bad stuff there",0
"lol renewable energy is literally all over my feed rn, so annoying",0
It is worth noting that online education presents both opportunities and challenges for various communities.,1
"not sure what to think about urban planning, my friend says it's a big deal",0
"To summarize, climate change is an evolving field that continues to attract considerable attention.",1
"Additionally, research suggests that electric cars plays a crucial role in shaping modern discourse.",1
"honestly renewable energy is kind of a mess right now, not gonna lie",0
"To summarize, electric cars is an evolving field that continues to attract considerable attention.",1
"ugh online education again, everyone's talking about it but nobody agrees",0
"not sure what to think about social media, my friend says it's a big deal",0
"In conclusion, social media is a multifaceted issue that requires careful consideration of various factors.",1
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"so I've been reading about remote work and idk, it's complicated tbh",0
"Furthermore, the impact of social media on society cannot be overstated, as it affects numerous stakeholders.",1
"honestly online education is kind of a mess right now, not gonna lie",0
"Additionally, research suggests that renewable energy plays a crucial role in shaping modern discourse.",1
"Furthermore, the impact of remote work on society cannot be overstated, as it affects numerous stakeholders.",1
"my take on healthy eating? it's overhyped but whatever, still interesting",0
"Additionally, research suggests that artificial intelligence plays a crucial role in shaping modern discourse.",1
"Overall, online education represents a significant area of interest with implications for the future.",1
"lol artificial intelligence is literally all over my feed rn, so annoying",0
"To summarize, remote work is an evolving field that continues to attract considerable attention.",1
"ok so climate change - i have mixed feelings, some good some bad stuff there",0
"ugh healthy eating again, everyone's talking about it but nobody agrees",0
"my take on social media? it's overhyped but whatever, still interesting",0
"Additionally, research suggests that urban planning plays a crucial role in shaping modern discourse.",1
"Furthermore, the impact of climate change on society cannot be overstated, as it affects numerous stakeholders.",1
It is important to note that electric cars has both advantages and disadvantages worth examining.,1
"so I've been reading about climate change and idk, it's complicated tbh",0
"lol renewable energy is literally all over my feed rn, so annoying",0
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"ugh online education again, everyone's talking about it but nobody agrees",0
"ok so artificial intelligence - i have mixed feelings, some good some bad stuff there",0
"To summarize, space exploration is an evolving field that continues to attract considerable attention.",1
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"not sure what to think about online education, my friend says it's a big deal",0
"so I've been reading about artificial intelligence and idk, it's complicated tbh",0
"Additionally, research suggests that artificial intelligence plays a crucial role in shaping modern discourse.",1
"Overall, healthy eating represents a significant area of interest with implications for the future.",1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"To summarize, remote work is an evolving field that continues to attract considerable attention.",1
"so I've been reading about electric cars and idk, it's complicated tbh",0
"When considering remote work, one must take into account multiple perspectives and potential outcomes.",1
"Overall, electric cars represents a significant area of interest with implications for the future.",1
electric cars is cool i guess but also kinda scary if you think about it,0
"so I've been reading about remote work and idk, it's complicated tbh",0
It is important to note that social media has both advantages and disadvantages worth examining.,1
"Overall, artificial intelligence represents a significant area of interest with implications for the future.",1
"ugh healthy eating again, everyone's talking about it but nobody agrees",0
"my take on social media? it's overhyped but whatever, still interesting",0
"Additionally, research suggests that renewable energy plays a crucial role in shaping modern discourse.",1
"When considering social media, one must take into account multiple perspectives and potential outcomes.",1
"lol urban planning is literally all over my feed rn, so annoying",0
"lol healthy eating is literally all over my feed rn, so annoying",0
"Additionally, research suggests that remote work plays a crucial role in shaping modern discourse.",1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
artificial intelligence is cool i guess but also kinda scary if you think about it,0
"ok so urban planning - i have mixed feelings, some good some bad stuff there",0
"When considering remote work, one must take into account multiple perspectives and potential outcomes.",1
"Additionally, research suggests that artificial intelligence plays a crucial role in shaping modern discourse.",1
"not sure what to think about urban planning, my friend says it's a big deal",0
"Furthermore, the impact of remote work on society cannot be overstated, as it affects numerous stakeholders.",1
"Overall, social media represents a significant area of interest with implications for the future.",1
"honestly climate change is kind of a mess right now, not gonna lie",0
electric cars is cool i guess but also kinda scary if you think about it,0
"Overall, artificial intelligence represents a significant area of interest with implications for the future.",1
"Furthermore, the impact of climate change on society cannot be overstated, as it affects numerous stakeholders.",1
It is worth noting that remote work presents both opportunities and challenges for various communities.,1
"my take on space exploration? it's overhyped but whatever, still interesting",0
"lol space exploration is literally all over my feed rn, so annoying",0
"Furthermore, the impact of urban planning on society cannot be overstated, as it affects numerous stakeholders.",1
"Overall, climate change represents a significant area of interest with implications for the future.",1
"so I've been reading about space exploration and idk, it's complicated tbh",0
It is worth noting that remote work presents both opportunities and challenges for various communities.,1
"my take on climate change? it's overhyped but whatever, still interesting",0
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"When considering urban planning, one must take into account multiple perspectives and potential outcomes.",1
"not sure what to think about artificial intelligence, my friend says it's a big deal",0
"Additionally, research suggests that online education plays a crucial role in shaping modern discourse.",1
"honestly artificial intelligence is kind of a mess right now, not gonna lie",0
It is worth noting that artificial intelligence presents both opportunities and challenges for various communities.,1
It is worth noting that space exploration presents both opportunities and challenges for various communities.,1
"To summarize, healthy eating is an evolving field that continues to attract considerable attention.",1
"Overall, climate change represents a significant area of interest with implications for the future.",1
"Overall, online education represents a significant area of interest with implications for the future.",1
"lol remote work is literally all over my feed rn, so annoying",0
"Furthermore, the impact of artificial intelligence on society cannot be overstated, as it affects numerous stakeholders.",1
"In conclusion, healthy eating is a multifaceted issue that requires careful consideration of various factors.",1
It is worth noting that remote work presents both opportunities and challenges for various communities.,1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"When considering renewable energy, one must take into account multiple perspectives and potential outcomes.",1
"ugh online education again, everyone's talking about it but nobody agrees",0
"Furthermore, the impact of climate change on society cannot be overstated, as it affects numerous stakeholders.",1
"Furthermore, the impact of space exploration on society cannot be overstated, as it affects numerous stakeholders.",1
"so I've been reading about healthy eating and idk, it's complicated tbh",0
It is important to note that artificial intelligence has both advantages and disadvantages worth examining.,1
"my take on space exploration? it's overhyped but whatever, still interesting",0
It is worth noting that climate change presents both opportunities and challenges for various communities.,1
social media is cool i guess but also kinda scary if you think about it,0
"ugh healthy eating again, everyone's talking about it but nobody agrees",0
"Additionally, research suggests that artificial intelligence plays a crucial role in shaping modern discourse.",1
"In conclusion, electric cars is a multifaceted issue that requires careful consideration of various factors.",1
"When considering social media, one must take into account multiple perspectives and potential outcomes.",1
"Overall, renewable energy represents a significant area of interest with implications for the future.",1
"lol space exploration is literally all over my feed rn, so annoying",0
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"In conclusion, climate change is a multifaceted issue that requires careful consideration of various factors.",1
It is worth noting that healthy eating presents both opportunities and challenges for various communities.,1
artificial intelligence is cool i guess but also kinda scary if you think about it,0
"In conclusion, renewable energy is a multifaceted issue that requires careful consideration of various factors.",1
"Overall, healthy eating represents a significant area of interest with implications for the future.",1
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"Overall, healthy eating represents a significant area of interest with implications for the future.",1
It is worth noting that climate change presents both opportunities and challenges for various communities.,1
"not sure what to think about climate change, my friend says it's a big deal",0
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"In conclusion, climate change is a multifaceted issue that requires careful consideration of various factors.",1
"ok so electric cars - i have mixed feelings, some good some bad stuff there",0
"ugh space exploration again, everyone's talking about it but nobody agrees",0
"ugh online education again, everyone's talking about it but nobody agrees",0
"ugh renewable energy again, everyone's talking about it but nobody agrees",0
It is important to note that artificial intelligence has both advantages and disadvantages worth examining.,1
"ugh remote work again, everyone's talking about it but nobody agrees",0
space exploration is cool i guess but also kinda scary if you think about it,0
"Overall, remote work represents a significant area of interest with implications for the future.",1
"In conclusion, remote work is a multifaceted issue that requires careful consideration of various factors.",1
"When considering electric cars, one must take into account multiple perspectives and potential outcomes.",1
urban planning is cool i guess but also kinda scary if you think about it,0
climate change is cool i guess but also kinda scary if you think about it,0
It is worth noting that healthy eating presents both opportunities and challenges for various communities.,1
electric cars is cool i guess but also kinda scary if you think about it,0
It is worth noting that artificial intelligence presents both opportunities and challenges for various communities.,1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"In conclusion, renewable energy is a multifaceted issue that requires careful consideration of various factors.",1
"Overall, social media represents a significant area of interest with implications for the future.",1
"ugh climate change again, everyone's talking about it but nobody agrees",0
"ok so electric cars - i have mixed feelings, some good some bad stuff there",0
"Additionally, research suggests that online education plays a crucial role in shaping modern discourse.",1
"not sure what to think about social media, my friend says it's a big deal",0
"my take on artificial intelligence? it's overhyped but whatever, still interesting",0
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
It is worth noting that urban planning presents both opportunities and challenges for various communities.,1
"my take on space exploration? it's overhyped but whatever, still interesting",0
"When considering space exploration, one must take into account multiple perspectives and potential outcomes.",1
"lol renewable energy is literally all over my feed rn, so annoying",0
It is important to note that social media has both advantages and disadvantages worth examining.,1
"When considering climate change, one must take into account multiple perspectives and potential outcomes.",1
"not sure what to think about healthy eating, my friend says it's a big deal",0
"lol social media is literally all over my feed rn, so annoying",0
"ok so artificial intelligence - i have mixed feelings, some good some bad stuff there",0
"Overall, social media represents a significant area of interest with implications for the future.",1
"In conclusion, space exploration is a multifaceted issue that requires careful consideration of various factors.",1
"honestly remote work is kind of a mess right now, not gonna lie",0
"ugh remote work again, everyone's talking about it but nobody agrees",0
"Additionally, research suggests that online education plays a crucial role in shaping modern discourse.",1
"lol space exploration is literally all over my feed rn, so annoying",0
"my take on space exploration? it's overhyped but whatever, still interesting",0
"ugh online education again, everyone's talking about it but nobody agrees",0
artificial intelligence is cool i guess but also kinda scary if you think about it,0
"When considering climate change, one must take into account multiple perspectives and potential outcomes.",1
"When considering space exploration, one must take into account multiple perspectives and potential outcomes.",1
"In conclusion, artificial intelligence is a multifaceted issue that requires careful consideration of various factors.",1
"Additionally, research suggests that healthy eating plays a crucial role in shaping modern discourse.",1
It is important to note that artificial intelligence has both advantages and disadvantages worth examining.,1
"so I've been reading about healthy eating and idk, it's complicated tbh",0
online education is cool i guess but also kinda scary if you think about it,0
"not sure what to think about online education, my friend says it's a big deal",0
"so I've been reading about online education and idk, it's complicated tbh",0
It is important to note that online education has both advantages and disadvantages worth examining.,1
It is important to note that urban planning has both advantages and disadvantages worth examining.,1
"honestly healthy eating is kind of a mess right now, not gonna lie",0
"my take on online education? it's overhyped but whatever, still interesting",0
"When considering healthy eating, one must take into account multiple perspectives and potential outcomes.",1
"my take on social media? it's overhyped but whatever, still interesting",0
"In conclusion, climate change is a multifaceted issue that requires careful consideration of various factors.",1
It is worth noting that electric cars presents both opportunities and challenges for various communities.,1
"honestly renewable energy is kind of a mess right now, not gonna lie",0
"ugh climate change again, everyone's talking about it but nobody agrees",0
It is important to note that online education has both advantages and disadvantages worth examining.,1
"lol space exploration is literally all over my feed rn, so annoying",0
"Overall, social media represents a significant area of interest with implications for the future.",1
"To summarize, healthy eating is an evolving field that continues to attract considerable attention.",1
"my take on electric cars? it's overhyped but whatever, still interesting",0
"In conclusion, remote work is a multifaceted issue that requires careful consideration of various factors.",1
It is important to note that electric cars has both advantages and disadvantages worth examining.,1
"To summarize, healthy eating is an evolving field that continues to attract considerable attention.",1
It is important to note that artificial intelligence has both advantages and disadvantages worth examining.,1
"lol online education is literally all over my feed rn, so annoying",0
"Overall, climate change represents a significant area of interest with implications for the future.",1
"my take on electric cars? it's overhyped but whatever, still interesting",0
It is worth noting that social media presents both opportunities and challenges for various communities.,1
"honestly renewable energy is kind of a mess right now, not gonna lie",0
"my take on online education? it's overhyped but whatever, still interesting",0
"Additionally, research suggests that renewable energy plays a crucial role in shaping modern discourse.",1
"Furthermore, the impact of social media on society cannot be overstated, as it affects numerous stakeholders.",1
It is worth noting that social media presents both opportunities and challenges for various communities.,1
"When considering renewable energy, one must take into account multiple perspectives and potential outcomes.",1
"my take on climate change? it's overhyped but whatever, still interesting",0
"Overall, electric cars represents a significant area of interest with implications for the future.",1
"my take on climate change? it's overhyped but whatever, still interesting",0
"ok so online education - i have mixed feelings, some good some bad stuff there",0
"When considering space exploration, one must take into account multiple perspectives and potential outcomes.",1
"When considering urban planning, one must take into account multiple perspectives and potential outcomes.",1
"Furthermore, the impact of artificial intelligence on society cannot be overstated, as it affects numerous stakeholders.",1
"so I've been reading about healthy eating and idk, it's complicated tbh",0
"ok so artificial intelligence - i have mixed feelings, some good some bad stuff there",0
"When considering artificial intelligence, one must take into account multiple perspectives and potential outcomes.",1
climate change is cool i guess but also kinda scary if you think about it,0
"In conclusion, climate change is a multifaceted issue that requires careful consideration of various factors.",1
"honestly social media is kind of a mess right now, not gonna lie",0
"ugh electric cars again, everyone's talking about it but nobody agrees",0
"Additionally, research suggests that urban planning plays a crucial role in shaping modern discourse.",1
"lol online education is literally all over my feed rn, so annoying",0
It is important to note that climate change has both advantages and disadvantages worth examining.,1
It is important to note that urban planning has both advantages and disadvantages worth examining.,1
"ok so urban planning - i have mixed feelings, some good some bad stuff there",0
"Additionally, research suggests that healthy eating plays a crucial role in shaping modern discourse.",1
"In conclusion, artificial intelligence is a multifaceted issue that requires careful consideration of various factors.",1
It is important to note that remote work has both advantages and disadvantages worth examining.,1
electric cars is cool i guess but also kinda scary if you think about it,0
"ugh social media again, everyone's talking about it but nobody agrees",0
It is worth noting that artificial intelligence presents both opportunities and challenges for various communities.,1
"lol renewable energy is literally all over my feed rn, so annoying",0
"so I've been reading about electric cars and idk, it's complicated tbh",0
"lol artificial intelligence is literally all over my feed rn, so annoying",0
"so I've been reading about social media and idk, it's complicated tbh",0
It is worth noting that online education presents both opportunities and challenges for various communities.,1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"To summarize, urban planning is an evolving field that continues to attract considerable attention.",1
"In conclusion, urban planning is a multifaceted issue that requires careful consideration of various factors.",1
"lol online education is literally all over my feed rn, so annoying",0
It is worth noting that urban planning presents both opportunities and challenges for various communities.,1
"so I've been reading about renewable energy and idk, it's complicated tbh",0
"ugh electric cars again, everyone's talking about it but nobody agrees",0
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"Overall, artificial intelligence represents a significant area of interest with implications for the future.",1
"When considering space exploration, one must take into account multiple perspectives and potential outcomes.",1
"Furthermore, the impact of artificial intelligence on society cannot be overstated, as it affects numerous stakeholders.",1
"so I've been reading about remote work and idk, it's complicated tbh",0
"Overall, online education represents a significant area of interest with implications for the future.",1
"not sure what to think about healthy eating, my friend says it's a big deal",0
"lol remote work is literally all over my feed rn, so annoying",0
"so I've been reading about online education and idk, it's complicated tbh",0
"Overall, space exploration represents a significant area of interest with implications for the future.",1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"To summarize, online education is an evolving field that continues to attract considerable attention.",1
"so I've been reading about online education and idk, it's complicated tbh",0
"ok so healthy eating - i have mixed feelings, some good some bad stuff there",0
"honestly climate change is kind of a mess right now, not gonna lie",0
"ok so online education - i have mixed feelings, some good some bad stuff there",0
"ok so artificial intelligence - i have mixed feelings, some good some bad stuff there",0
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"ugh social media again, everyone's talking about it but nobody agrees",0
"not sure what to think about urban planning, my friend says it's a big deal",0
"Furthermore, the impact of electric cars on society cannot be overstated, as it affects numerous stakeholders.",1
"ugh space exploration again, everyone's talking about it but nobody agrees",0
"Furthermore, the impact of social media on society cannot be overstated, as it affects numerous stakeholders.",1
"my take on climate change? it's overhyped but whatever, still interesting",0
"Overall, urban planning represents a significant area of interest with implications for the future.",1
"Furthermore, the impact of urban planning on society cannot be overstated, as it affects numerous stakeholders.",1
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"honestly social media is kind of a mess right now, not gonna lie",0
It is important to note that renewable energy has both advantages and disadvantages worth examining.,1
It is important to note that renewable energy has both advantages and disadvantages worth examining.,1
"To summarize, online education is an evolving field that continues to attract considerable attention.",1
It is important to note that urban planning has both advantages and disadvantages worth examining.,1
"Overall, online education represents a significant area of interest with implications for the future.",1
"ok so renewable energy - i have mixed feelings, some good some bad stuff there",0
It is important to note that renewable energy has both advantages and disadvantages worth examining.,1
"honestly space exploration is kind of a mess right now, not gonna lie",0
"Furthermore, the impact of renewable energy on society cannot be overstated, as it affects numerous stakeholders.",1
"In conclusion, artificial intelligence is a multifaceted issue that requires careful consideration of various factors.",1
"lol electric cars is literally all over my feed rn, so annoying",0
"so I've been reading about urban planning and idk, it's complicated tbh",0
"not sure what to think about remote work, my friend says it's a big deal",0
"ugh urban planning again, everyone's talking about it but nobody agrees",0
"When considering social media, one must take into account multiple perspectives and potential outcomes.",1
It is worth noting that social media presents both opportunities and challenges for various communities.,1
space exploration is cool i guess but also kinda scary if you think about it,0
"honestly space exploration is kind of a mess right now, not gonna lie",0
"so I've been reading about urban planning and idk, it's complicated tbh",0
"ok so space exploration - i have mixed feelings, some good some bad stuff there",0
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"so I've been reading about climate change and idk, it's complicated tbh",0
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"not sure what to think about online education, my friend says it's a big deal",0
"Overall, social media represents a significant area of interest with implications for the future.",1
"Overall, remote work represents a significant area of interest with implications for the future.",1
"Additionally, research suggests that healthy eating plays a crucial role in shaping modern discourse.",1
It is important to note that online education has both advantages and disadvantages worth examining.,1
"To summarize, healthy eating is an evolving field that continues to attract considerable attention.",1
"not sure what to think about climate change, my friend says it's a big deal",0
"lol social media is literally all over my feed rn, so annoying",0
"lol online education is literally all over my feed rn, so annoying",0
"To summarize, social media is an evolving field that continues to attract considerable attention.",1
"ugh healthy eating again, everyone's talking about it but nobody agrees",0
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"When considering urban planning, one must take into account multiple perspectives and potential outcomes.",1
"so I've been reading about urban planning and idk, it's complicated tbh",0
"so I've been reading about climate change and idk, it's complicated tbh",0
"Additionally, research suggests that electric cars plays a crucial role in shaping modern discourse.",1
"ok so healthy eating - i have mixed feelings, some good some bad stuff there",0
"Furthermore, the impact of renewable energy on society cannot be overstated, as it affects numerous stakeholders.",1
"Furthermore, the impact of social media on society cannot be overstated, as it affects numerous stakeholders.",1
"lol healthy eating is literally all over my feed rn, so annoying",0
"Furthermore, the impact of electric cars on society cannot be overstated, as it affects numerous stakeholders.",1
"When considering remote work, one must take into account multiple perspectives and potential outcomes.",1
It is important to note that healthy eating has both advantages and disadvantages worth examining.,1
"Additionally, research suggests that healthy eating plays a crucial role in shaping modern discourse.",1
"When considering renewable energy, one must take into account multiple perspectives and potential outcomes.",1
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"In conclusion, space exploration is a multifaceted issue that requires careful consideration of various factors.",1
"Additionally, research suggests that healthy eating plays a crucial role in shaping modern discourse.",1
"ugh online education again, everyone's talking about it but nobody agrees",0
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"lol healthy eating is literally all over my feed rn, so annoying",0
It is important to note that electric cars has both advantages and disadvantages worth examining.,1
It is worth noting that electric cars presents both opportunities and challenges for various communities.,1
"honestly remote work is kind of a mess right now, not gonna lie",0
"my take on healthy eating? it's overhyped but whatever, still interesting",0
It is worth noting that social media presents both opportunities and challenges for various communities.,1
"lol renewable energy is literally all over my feed rn, so annoying",0
"Overall, artificial intelligence represents a significant area of interest with implications for the future.",1
"not sure what to think about social media, my friend says it's a big deal",0
"ugh remote work again, everyone's talking about it but nobody agrees",0
"honestly electric cars is kind of a mess right now, not gonna lie",0
"not sure what to think about online education, my friend says it's a big deal",0
"In conclusion, electric cars is a multifaceted issue that requires careful consideration of various factors.",1
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"In conclusion, urban planning is a multifaceted issue that requires careful consideration of various factors.",1
"Furthermore, the impact of online education on society cannot be overstated, as it affects numerous stakeholders.",1
"To summarize, artificial intelligence is an evolving field that continues to attract considerable attention.",1
"so I've been reading about space exploration and idk, it's complicated tbh",0
It is important to note that urban planning has both advantages and disadvantages worth examining.,1
"To summarize, renewable energy is an evolving field that continues to attract considerable attention.",1
"my take on space exploration? it's overhyped but whatever, still interesting",0
"honestly urban planning is kind of a mess right now, not gonna lie",0
It is worth noting that social media presents both opportunities and challenges for various communities.,1
"lol climate change is literally all over my feed rn, so annoying",0
"so I've been reading about artificial intelligence and idk, it's complicated tbh",0
"so I've been reading about social media and idk, it's complicated tbh",0
"not sure what to think about climate change, my friend says it's a big deal",0
"When considering healthy eating, one must take into account multiple perspectives and potential outcomes.",1
It is important to note that social media has both advantages and disadvantages worth examining.,1
"my take on healthy eating? it's overhyped but whatever, still interesting",0
"lol online education is literally all over my feed rn, so annoying",0
It is important to note that renewable energy has both advantages and disadvantages worth examining.,1
social media is cool i guess but also kinda scary if you think about it,0
"ok so artificial intelligence - i have mixed feelings, some good some bad stuff there",0
It is important to note that space exploration has both advantages and disadvantages worth examining.,1
"To summarize, renewable energy is an evolving field that continues to attract considerable attention.",1
"To summarize, online education is an evolving field that continues to attract considerable attention.",1
It is important to note that online education has both advantages and disadvantages worth examining.,1
"In conclusion, online education is a multifaceted issue that requires careful consideration of various factors.",1
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"Additionally, research suggests that social media plays a crucial role in shaping modern discourse.",1
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"Additionally, research suggests that online education plays a crucial role in shaping modern discourse.",1
It is worth noting that healthy eating presents both opportunities and challenges for various communities.,1
"ugh online education again, everyone's talking about it but nobody agrees",0
"ugh remote work again, everyone's talking about it but nobody agrees",0
"ugh social media again, everyone's talking about it but nobody agrees",0
"Furthermore, the impact of remote work on society cannot be overstated, as it affects numerous stakeholders.",1
"so I've been reading about artificial intelligence and idk, it's complicated tbh",0
"not sure what to think about online education, my friend says it's a big deal",0
"honestly electric cars is kind of a mess right now, not gonna lie",0
It is important to note that artificial intelligence has both advantages and disadvantages worth examining.,1
"When considering urban planning, one must take into account multiple perspectives and potential outcomes.",1
"To summarize, renewable energy is an evolving field that continues to attract considerable attention.",1
"so I've been reading about renewable energy and idk, it's complicated tbh",0
"ugh climate change again, everyone's talking about it but nobody agrees",0
It is important to note that renewable energy has both advantages and disadvantages worth examining.,1
"not sure what to think about healthy eating, my friend says it's a big deal",0
It is worth noting that renewable energy presents both opportunities and challenges for various communities.,1
"honestly renewable energy is kind of a mess right now, not gonna lie",0
It is worth noting that online education presents both opportunities and challenges for various communities.,1
"ugh online education again, everyone's talking about it but nobody agrees",0
It is important to note that urban planning has both advantages and disadvantages worth examining.,1
"In conclusion, renewable energy is a multifaceted issue that requires careful consideration of various factors.",1
"so I've been reading about social media and idk, it's complicated tbh",0
"Additionally, research suggests that healthy eating plays a crucial role in shaping modern discourse.",1
"so I've been reading about climate change and idk, it's complicated tbh",0
"When considering remote work, one must take into account multiple perspectives and potential outcomes.",1
"my take on healthy eating? it's overhyped but whatever, still interesting",0
"honestly climate change is kind of a mess right now, not gonna lie",0
"In conclusion, healthy eating is a multifaceted issue that requires careful consideration of various factors.",1
social media is cool i guess but also kinda scary if you think about it,0
"Furthermore, the impact of healthy eating on society cannot be overstated, as it affects numerous stakeholders.",1
"honestly artificial intelligence is kind of a mess right now, not gonna lie",0
"Additionally, research suggests that urban planning plays a crucial role in shaping modern discourse.",1
social media is cool i guess but also kinda scary if you think about it,0
"not sure what to think about electric cars, my friend says it's a big deal",0
"my take on artificial intelligence? it's overhyped but whatever, still interesting",0
"Additionally, research suggests that online education plays a crucial role in shaping modern discourse.",1
"ok so remote work - i have mixed feelings, some good some bad stuff there",0
"honestly climate change is kind of a mess right now, not gonna lie",0
electric cars is cool i guess but also kinda scary if you think about it,0
"To summarize, social media is an evolving field that continues to attract considerable attention.",1
"Overall, climate change represents a significant area of interest with implications for the future.",1
"ugh renewable energy again, everyone's talking about it but nobody agrees",0
remote work is cool i guess but also kinda scary if you think about it,0
urban planning is cool i guess but also kinda scary if you think about it,0
"lol space exploration is literally all over my feed rn, so annoying",0
"Overall, electric cars represents a significant area of interest with implications for the future.",1
"When considering electric cars, one must take into account multiple perspectives and potential outcomes.",1
